tanggal,waktu,content,username,content_final,cluster,sentimen_lexicon,sentimen_kmeans
2025-02-11,23:14:07,Saya lebih setuju bikin sertifikasi makanan khusus mengambil penamaan makanan non halal di Makassar. Karena kalau dinamain non halal/haram kesannya yg makan kan jadi gimana gitu.,,tuju bikin sertifikasi makan khusus ambil nama makan non halal makassar dinamain non halalharam kesan makan gimana gitu,1,Netral,Negatif
2025-02-11,22:18:36,@AgusMagelangan Kemarin makan di Aguan gue liat ada logo halalnya nyeletuk dong sertifikasi halal bisa di beli dah eh temen yg bisnis minuman iya Bay kalau minuman mah gampang gak tau deh kalau makanan Padahal maksud gue becanda doang,,kemarin makan aguan gue liat logo halal nyeletuk sertifikasi halal beli dah temen bisnis minum iya bay minum mah gampang tau makan maksud gue becanda doang,1,Positif,Negatif
2025-02-11,21:08:25,Kayak lo pada yakin aja kalo semua produsen dan penjual makanan di indonesia ini jujur WKWKWKWK jelas2 negara tukang tipu gini kalo gaada sertifikasi mah ngeles mulu Gue gak bakal dikuliahin Sistem Jaminan Halal 2 SKS selama 1 semester kalo halal itu gak penting ,,kayak kalo produsen jual makan indonesia jujur wkwkwkwk negara tukang tipu gin kalo gaada sertifikasi mah ngeles mulu gue dikuliahin sistem jamin halal sks semester kalo halal,1,Netral,Negatif
2025-02-11,18:01:48,@syahsyaraf @yantokoplenk @dantepamungkas @arieframadhanm @AgusMagelangan @kucilpung Semua sertifikasi makanan seperti Halal dan Kosher emang butuh sedikit biaya buat dapetinnya tapi sertifikasi yg di luar untuk purpose karir (keselamatan kerja misalnya) kurang etis untuk diuangkan menurut saya seharusnya gratis,,sertifikasi makan halal kosher emang butuh biaya dapetinnya sertifikasi purpose karir selamat kerja etis uang gratis,1,Netral,Negatif
2025-02-11,16:20:31,@yantokoplenk @cryogenip @dantepamungkas @arieframadhanm @AgusMagelangan @kucilpung Mengkomersialiasaai ini maksudnya gmn? Kan halal sama aja kyk sertifikasi lainnya yg bertujuan meyakinkan pasarnya kecuali jika makanan haram bisa dibuat halal hanya dengan membayar kehalalan itu baru gaboleh,,mengkomersialiasaai maksud gmn halal kyk sertifikasi tuju pasar makan haram halal bayar halal gaboleh,1,Netral,Negatif
2025-02-11,14:45:49,karena jenis kuliner di Indonesia sudah mulai beragam apalagi dari negara yang non Muslim menurut gue pribadi sih masih perlu sertifikasi halal. Korean food kan ada yg pakai babi dan turunannya belum lagi seasoningnya. makanan Jepang juga ada yang pakai sake/mirin,,jenis kuliner indonesia agam negara non muslim gue pribadi sertifikasi halal korean food pakai babi turun seasoningnya makan jepang pakai sakemirin,1,Netral,Negatif
2025-02-11,14:28:22,Jujur di kajian sunnah juga diajarin kalau asal semua makanan itu halal sampai kita yakin ada sesuatu yang haram. Tapi halal influencer punya kultur ngamok-ngamok di medsos. Asli takut deh. *aku sbg pelaku usaha umkm yg udh sertifikasi halal pun setuju klo prosesnya rumit,,jujur kaji sunnah diajarin makan halal haram halal influencer kultur ngamokngamok medsos asli takut sbg laku usaha umkm udh sertifikasi halal tuju klo proses rumit,1,Netral,Negatif
2025-02-11,14:21:36,@sweetjosephine_ @AgusMagelangan Betul namun bagian ini kurang tepat: Sebagian besar makanan di Indonesia ini halal. Agak anrh ketika sertifikasi diperlukan untuk hal yang harusnya menjadi lumrah. Karena jika Anda masuk ke Alfamart hampir semua yg di dalamnya subhat bukan halal. Kecuali telur buah sayur ,,makan indonesia halal anrh sertifikasi lumrah masuk alfamart dalam subhat halal telur buah sayur,1,Positif,Negatif
2025-02-11,12:06:38,trus kehalalan produk makanan ga sesimpel itu + at the end of the day kita sbgai konsumen jg ttep hrs bijak krna apakah semudah pasrah &amp; blindly believe aja smuanya halal trus kita bebas dri pertanggungjawaban? buttt still 'monetisasi' sertifikasi halal is kiiinda ironic...,,trus halal produk makan simpel the end the day sbgai konsumen ttep hrs bijak krna mudah pasrah blindly believe smuanya halal trus bebas dri pertanggungjawaban buttt still monetisasi sertifikasi halal kiiinda ironic,1,Positif,Negatif
2025-02-11,12:00:31,@JhonSitorus_18 Yg ribet saat 'halal' di sertifikasi..jadilah ladang bisnis Dan korup..jelas2 dlm kepercayaan Islam Rasul bilang makanan mukmin itu harus halal Dan Toyib (baik)..,,ribet halal sertifikasijadilah ladang bisnis korupjelas percaya islam rasul bilang makan mukmin halal toyib,1,Positif,Negatif
2025-02-11,11:52:44,ya sama aja sama sertifikasi lainnya ISO FSSC HACCP BRC kosher dll semua punya sistem auditnya sertifikasi ga wajib tpi jdi nilai tambah customer trust. klo yakin semua makanan yg harusnya halal itu beneran halal ya gapapa tpi ga ada salahnya juga kehalalannya dipastikan,,sertifikasi iso fssc haccp brc kosher sistem audit sertifikasi wajib tpi jdi nilai customer trust klo makan halal beneran halal gapapa tpi salah halal,1,Positif,Negatif
2025-02-11,10:54:05,@asumsico Ngapain ada sertifikasi buat makanan yg mayoritas. Mending nandain yg ga halal lebih gampang. Lebih sedikit tapi duitnya jg jadinya cuma sedikit. Mana mauuu,,ngapain sertifikasi makan mayoritas mending nandain halal gampang duit mauuu,1,Positif,Negatif
2025-02-11,10:43:40,@NandoPane6 @AgusMagelangan Aku jg gk setuju bro klo sertifikasi halal ini di bisnisin. Itu brengsek bgt memang. Tp sertifikasi halal ini perlu kebetulan sesuai pengalamanku dibidang bahan baku makanan dan resto.,,tuju bro klo sertifikasi halal bisnisin brengsek bgt sertifikasi halal sesuai alam bidang bahan baku makan resto,1,Positif,Negatif
2025-02-11,10:42:31,@Dikafungky @AgusMagelangan Dr kantor lama mulai dr resto dan juga saat masih di pergudangan bahan makanan dah ngalamin ngurusin sertifikasi halal gini.,,kantor resto gudang bahan makan dah ngalamin ngurusin sertifikasi halal gin,1,Positif,Negatif
2025-02-11,10:15:33,@sssttthams @AgusMagelangan Memangnya dengan sertifikat MUI bisa mencegah kayak gini? ngga ada jaminan jg lepas proses sertifikasi makanan terjaga halal. Di jaman nabi pun ngga ada proses sertifikasi2an. Semua melalui kontrak sosial dan agama. Kalau ada yg melanggar urusan yg melanggar dgn Allah.,,memang sertifikat mui cegah kayak gin jamin lepas proses sertifikasi makan jaga halal jaman nabi proses sertifikasi kontrak sosial agama langgar urus langgar allah,1,Positif,Negatif
2025-02-11,09:47:50,@AgusMagelangan Betul kita bukan negara yg bnyak ga halal (dri segi makanan) Sertifikasi ini hanya sebagai bisnis sekaligus meraup duit haram Salah satu definisi jualan agama,,negara bnyak halal dri segi makan sertifikasi bisnis raup duit haram salah definisi jual agama,1,Negatif,Negatif
2025-02-11,08:27:17,-dibalik dengan ngasih label haram ke makanan emang yg perlu siapa? Kita yg muslim atau mereka yang tidak perlu aturan kehalalan dalam memilih makanan? Makanya sistemnya dibebankan dengan pemberian sertifikasi halal untuk memberikan rasa aman kepada muslim. Tapi ini bukan-,,balik ngasih label haram makan emang muslim atur halal pilih makan sistem beban beri sertifikasi halal aman muslim,1,Positif,Negatif
2025-02-11,08:26:52,Ini pembahasannya complicated. Di kuliah aja sampe habisin 3 sks untuk matkul sjh. Simplenya sertifikasi halal itu sebagai jaminan utk makanan tersebut. Justru karena Indonesia mayoritas muslim seharusnya kita yg lebih aware tentang konsep halal dan haram. Kalo urgensinya-,,bahas complicated kuliah sampe habisin sks matkul sjh simplenya sertifikasi halal jamin makan indonesia mayoritas muslim aware konsep halal haram kalo urgensi,1,Netral,Negatif
2025-02-11,07:59:44,@AgusMagelangan Tau darimana sebagian makanan di Indonesia halal? Negara lain yg mayoritas muslim aja tetep ada kok sertifikasi halal tujuannya untuk kepastian hukum bagi umat muslim bahwa yg dikonsumsi benar-benar halal bukan sekedar asumsi pribadi,,tau darimana makan indonesia halal negara mayoritas muslim tetep sertifikasi halal tuju pasti hukum umat muslim konsumsi benarbenar halal dar asumsi pribadi,1,Positif,Negatif
2025-02-11,07:47:55,@AgusMagelangan Justru sertifikasi ini untuk menjamin sumber bahan dan cara penyajian nya sesuai dengan syariat Islam. Betul beberapa produk makanan memang halal tp ternyata ketika disajikan ada minyak babi gimana? Atau untuk kasus nasgor pas masak pake angciu?,,sertifikasi jamin sumber bahan saji nya sesuai syariat islam produk makan halal saji minyak babi gimana nasgor pas masak pake angciu,1,Netral,Negatif
2025-02-11,07:46:04,@kucilpung @AgusMagelangan Kalo kasusny seperti itu berarti yg perlu disasar sertifikasi halal bkn pedagang makanan jadi tapi pihak yg mendistribusikan bahan pangan olahan daging seperti ayam sapi dan sejenisnya kalo sayur mungkin ga harus di sertifikasi. Karena pihak distribusi sudah pasti pemain gede,,kalo kasusny sasar sertifikasi halal bkn dagang makan distribusi bahan pangan olah daging ayam sapi jenis kalo sayur sertifikasi distribusi main gede,1,Positif,Negatif
2025-02-11,07:28:45,@AgusMagelangan Tapi sertifikasinya gini itu wajib sih. Perkoro dirimu gak cocok ya gapapa. Karena dalam proses masak kalau dirimu bilang sebagian makanan Indonesia halal . Adanya sertifikasi gini pembelinya tenang. Kalau perkara fiqih beda cerita ini hanya membuat nyaman masyarakat aja,,sertifikasi gin wajib perkoro diri cocok gapapa proses masak diri bilang makan indonesia halal sertifikasi gin bel tenang perkara fiqih beda cerita nyaman masyarakat,1,Positif,Negatif
2025-02-11,07:03:26,@AgusMagelangan Mungkin kenapa sertifikasi halal diperlukan karena terlalu mudahnya di sini untuk berjualan makanan dan minuman. Bahan2nya bisa diimpor juga termasuk yang belum ada keterangan halal. Ya kalo semua itu bisa dikontrol lebih baik keterangan non-halal karena jumlahnya lebih sedikit,,sertifikasi halal mudah jual makan minum bahan impor terang halal kalo kontrol terang nonhalal,1,Positif,Negatif
2025-02-11,06:54:32,Nah kalau di luar negeri imo penting jadi ada jaminan dari asosiasi muslim di negara tsb bahwa makanan itu halal utk dikonsumsi. Utk yg tidak ada bukan berarti ga halal juga sih cuma tidak ada pengawasan dari asosiasinya aja. Masalahnya di indo buat sertifikasi malah dipalak ,,negeri imo jamin asosiasi muslim negara tsb makan halal konsumsi halal awas asosiasi indo sertifikasi palak,1,Positif,Negatif
2025-02-11,06:03:06,@AgusMagelangan Kalau pendapat saya pribadi bukan gak cocok bahwa ada sertifikasi halalnya. Tapi bagaimana memastikan/menjamin pasca sertifikasi makanan tetap diproses secara halal? Kualitas halalnya ini sampai sejauh mana? Bgmn dgn kewajiban sertifikasi standar kebersihan dll ?,,dapat pribadi cocok sertifikasi halal memastikanmenjamin pasca sertifikasi makan proses halal kualitas halal bgmn wajib sertifikasi standar bersih,1,Positif,Negatif
2025-02-11,05:43:17,@AgusMagelangan Nggak saya tetap setuju dengan konsep sertifikasi halal. Seenggaknya masih ada ikhtiar agar pemerintah/ulil amri tetap menjaga proses pengolahan makanan dilakukan secara halal dari hulu ke hilir. Namun kalau-,,tuju konsep sertifikasi halal enggak ikhtiar pemerintahulil amri jaga proses olah makan halal hulu hilir,1,Positif,Negatif
2025-02-11,05:26:51,Instead of sertifikasi halal mending sertifikasi haram aja ga sih? karena mostly makanan di Indonesia kan halal jadi lebih baik labelin yang haram aja... Oh iya kan dikit yah yang haram... jadi untungnya jg dikit....,,instead sertifikasi halal mending sertifikasi haram mostly makan indonesia halal labelin haram iya dikit yah haram untung dikit,1,Netral,Negatif
2025-02-11,05:08:46,@AgusMagelangan Yang paling perlu sertifikasi halal itu makanan impor.,,sertifikasi halal makan impor,1,Positif,Negatif
2025-02-11,04:42:36,@Thesenuttzz @wildanbinwahyu @AgusMagelangan Yasudah Mas kalo gitu. Masnya kan tanpa sertifikasi halal gapapa. Saya dengan keyakinan saya tetap dgn sertifikasi halal makanan. Yasudah beda pendapat kan gamasalah.,,yasudah mas kalo gitu mas sertifikasi halal gapapa yakin sertifikasi halal makan yasudah beda dapat gamasalah,1,Negatif,Negatif
2025-02-11,04:35:49,Agak ribet sih kalo menyentuh kemaslahatan rakyat Gue jg sebenernya gk cocok konsep sertifikasi halal di indo ini. Mendingan sertifikasi ini ada di suplier bukan restoran Makanan tercampur banyak bahan begitu harusnya gk bisa di sertifikasi halal. Cukup bertanya aja.,,ribet kalo sentuh maslahat rakyat gue sebenernya cocok konsep sertifikasi halal indo mending sertifikasi suplier restoran makan campur bahan sertifikasi halal,1,Netral,Negatif
2025-02-11,04:16:59,@AgusMagelangan Sebagian besar makanan di Indonesia itu halal adalah hasil sistem sertifikasi halal yang selama puluhan tahun diterapkan. Kamu itu tdk menyadari sedang menikmati hasilnya.,,makan indonesia halal hasil sistem sertifikasi halal puluh terap tdk sadar nikmat hasil,1,Positif,Negatif
2025-02-11,03:43:54,@judekkr_ @AgusMagelangan oalah gue nangkepnya disini sih kalimat masalah utamanya konsep sertifikasi halal untuk makanan di Indonesia. jd menurut gue ya mau makanan indo sekalipun yg negara mayoritas islam tetep perlu sertifikasi halal buat jaminan gitu.,,oalah gue nangkepnya kalimat utama konsep sertifikasi halal makan indonesia gue makan indo negara mayoritas islam tetep sertifikasi halal jamin gitu,1,Positif,Negatif
2025-02-11,02:28:43,@AgusMagelangan Ada banyak sekali sertifikasi selain halal. HACCP kosher dll. Klo mnrtku masing2 sertifikasi ada pasarnya masing2. Di Indonesia yg mayoritas muslim ternyata masih ada yg kurang paham ttg standar halal. Contoh: penggunaan angciu/alkohol pd makanan. Ada yg mengatakan alkohol...,,sertifikasi halal haccp kosher klo mnrtku sertifikasi pasar indonesia mayoritas muslim paham ttg standar halal contoh guna angciualkohol makan alkohol,1,Positif,Negatif
2025-02-11,02:17:57,Banyak banget kebijakan dipersulit padahal sertifikasi halal makanan itu penting terlebih ini negara dgn jumlah muslim terbanyak. Miriss,,banget bijak sulit sertifikasi halal makan negara muslim miriss,1,Positif,Negatif
2025-02-11,02:15:46,Sejujurnya sertifikasi halal ini ada sebagai salah satu jaminan mutu bahwa makanan yg tersertifikasi tsb sudah bisa dipastikan halal. Utk menghindarkan konsumen dari makanan yg terlihat halal namun ternyata tercemar bahan najis/haram,,jujur sertifikasi halal salah jamin mutu makan sertifikasi tsb halal hindar konsumen makan halal cemar bahan najisharam,1,Negatif,Negatif
2025-02-11,00:59:16,@JhonSitorus_18 Menurut saya ga ada jaminan yang sudah sertifikasi halal tetap menyajikan makanan 100% halal. Kalo mau 100% halal itu yg dari nol diproses didepan mata kita: Gado2 Lotek Ketoprak Nasgor apa saja (non sosis &amp; bakso) dsb.,,jamin sertifikasi halal saji makan halal kalo halal nol proses depan mata gado lotek ketoprak nasgor non sosis bakso,1,Positif,Negatif
2025-02-10,23:40:35,@MakanMasak @rgoestama Sertifikasi halal yang gratis jg masih ada koq. Tinggal datang ke dinas perindustrian di masing2 wilayah. Bisa tk kota atau provinsi dll. Bisa jg self declare tp memang terbatas untuk makanan yg lebih sederhana. Yg bukan olahan daging sapi/ayam karena klo olahan harus bener2,,sertifikasi halal gratis koq tinggal dinas industri wilayah kota provinsi self declare batas makan sederhana olah daging sapiayam klo olah bener,1,Positif,Negatif
2025-02-10,23:02:43,@AgusMagelangan Gak setuju jg sih Ayam halal kalo proses pemotongannya gak bener ya jadi haram Malah sering kepikiran kl beli ayam di pasar tradisional/pinggir jalan Pun dengan olahan makanan lainnya Jadi kudu perlu sertifikasi,,tuju ayam halal kalo proses potong bener haram pikir beli ayam pasar tradisionalpinggir jalan olah makan kudu sertifikasi,1,Netral,Negatif
2025-02-10,15:40:33,Saya pribadi dari dulu agak nggak cocok sama konsep sertifikasi halal untuk makanan di Indonesia. Sebagian besar makanan di Indonesia ini halal. Agak anrh ketika sertifikasi diperlukan untuk hal yang harusnya menjadi lumrah. Secara fikih pun semua halal kecuali yg haram.,,pribadi cocok konsep sertifikasi halal makan indonesia makan indonesia halal anrh sertifikasi lumrah fikih halal haram,1,Netral,Negatif
2025-02-10,13:39:21,Orang Indonesia mau buka umkm warung makanan aja dipalak sama preman berkedok karang taruna ormas lsm akamsi. Dah gitu dipalak sama pembuatan sertifikasi halal. Belum lagi nanti kalau dah jalan usahanya muncul deh kang parkir yang bikin rugi. Susah banget ya jadi WNI.,,orang indonesia buka umkm warung makan palak preman kedok karang taruna ormas lsm akamsi dah gitu palak buat sertifikasi halal dah jalan usaha muncul kang parkir bikin rugi susah banget wni,1,Netral,Negatif
2025-02-10,12:32:15,@FunJunkies Negara mayoritas muslim kok dibuat ribet2 sertifikasi halal makanan lah . Kulkas tv.. Heran,,negara mayoritas muslim ribet sertifikasi halal makan kulkas heran,1,Netral,Negatif
